review,summary_T5,summary_BART,summary_PEGASUS,summary_LED
"Felt super, man SPOILER Idk how to explain it but it felt straight out of the comics and the animated shows.for example the outfit didn't seem too old or too bright. Super man felt pain emotionally and physically. Had actual problems like us. Lover green lantern too. He portrayed the annoying character well. Good focus on side characters. Loved the dog too lol. This superman felt more human than us . We could relate with his day to day life. Him playing his 'adoptive parents' video at the end was great!. Good introduction for the supergirl movie. Superman didn't feel depressed haha. Expected mr terrific to be more colder so it felt like a good surprise. 1",felt super man spoiler idk how to explain it but it felt straight out of the comic and the animated show for example the outfit did not seem too old or too bright super man felt pain emotionally and physically had actual problem like lover green,Superman felt more human than we could relate with his day to day life him playing his adoptive parent video at the end wa great good introduction for the supergirl movie superman did not feel depressed haha expected mr terrific to be more colder,felt super man spoiler idk how to explain it .<n>The outfit did not seem too old or too bright super man felt pain emotionally and physically had actual problem like lover green lantern too he portrayed the annoying character well good focus on side character,felt super man spoiler idk how to explain it but it felt straight out of the comic and the animated show for example the outfit did not seem too old or too bright super man felt pain emotionally and physically had actual problem like lover green lantern too
"Not the superman of old SPOILER Not sure what to say ,I love a superman movie I always have but I walked out of the cinema 1 hour in ,the film and superman seemed clumsy and immature at times embarrassing he even had a temper tantrum when hes dog was taken ,you could of put him in a red dress and cape and it wouldn't have hurt the film any ,it seems they have changed him into nannyman !! I hope this doesn't affect the true fan base to much and im sure it can be improved apon in the next film and with todays technology and the people of this world needing any kind of righteous hope in these weird times just to lift them up a little ,because thats what a true superman movie does ,It lifts you up. 6",superman of old spoiler walked out of the cinema hour in the film and superman seemed clumsy and immature at time embarrassing . he even had temper tantrum when he dog wa taken you could of,Superman seemed clumsy and immature at time embarrassing he even had temper tantrum when he dog wa taken you could of put him in red dress and cape and it would not have hurt the film any it seems they have changed him into nanny,Not sure what to say love superman movie always have but walked out of the cinema hour in the film and superman seemed clumsy and immature at time embarrassing he even had temper tantrum when he dog wa taken you could of put him in red dress,not the superman of old spoiler not sure what to say love superman movie always have but walked out of the cinema hour in the film and superman seemed clumsy and immature at time embarrassing he even had temper tantrum when he dog wa taken
"James Gunn did it again Went in skeptical, fully burned out on superhero movies... but Superman blew me away. Weird, heartfelt, chaotic in the best way. Feels like a real comic book come to life, not just studio slop. Corenswet just is Superman. His scenes with Lois had me grinning like an idiot. Hoult's Lex? Smart, evil, insanely punchable. Mr. Terrific needs a spinoff. Krypto is chaos incarnate... James Gunn absolutely nailed it!! I have way more thoughts, but no spoilers. Just go see it on the BIG screen. ASAP!! Loved the depiction of the Luthercorp employees in Superman. They weren't mustache-twilering psychopath henchmen. They were just regular everyday Americans showing up to their job every day even though their company founder/CEO was a ""genius"" driven by envy, bigotry, and greed. 1",superman blew me away weird heartfelt chaotic in the best way feel like real comic book come to life not just studio slop corenswet just is superman his scene with lois had me grinning like an idiot,James gunn absolutely nailed it have way more thought but no spoiler just go see it on the big screen asap loved the depiction of the luthercorp employee in superman they were not mustache twilering psychopath henchman they,superman blew me away weird heartfelt chaotic in the best way feel like real comic book come to life not just studio slop corenswet just is superman his scene with lois had me grinning like an idiot hoult lex smart evil insanely,james gunn did it again went in skeptical fully burned out on superhero movie but superman blew me away weird heartfelt chaotic in the best way feel like real comic book come to life not just studio slop corenswet just is super
"Have the Orange Latern taken over DC ? This is not Superman or the DC Universe. I grew up with the comics and they taught me about values and trying to do good in life. This movie is the worst attempt yet in abusing the franchise. Fortunately you will forget about it faster than the movie finishes. As a true fan, I cannot believe they greenlight this. 2",have the orange latern taken over this is not superman or the dc universe grew up with the comic and they taught me about value and trying to do good in life this movie is the worst attempt yet in abusing the franchise ,"""This movie is the worst attempt yet in abusing the franchise fortunately you will forget about it faster than the movie finish"" ""This is not superman or the dc universe grew up with the comic and they taught me about value and trying to",This is not superman or the dc universe grew up with the comic and they taught me about value and trying to do good in life this movie is the worst attempt yet in abusing the franchise .<n>True fan cannot believe they greenlight this,have the orange latern taken over dc this is not superman or the dc universe grew up with the comic and they taught me about value and trying to do good in life this movie is the worst attempt yet in abusing the franchise fortunately you will
"A Masterpiece of Directorial Self-Indulgence SPOILER 1:Exhibitionism of the camera In this film, James Gunn's obsession with close-ups reaches pathological levels. A shattered Lex Luthor wineglass? OK, let's give a close-up shot. A child waving a Superman flag? Interminable close-up. It seemed as if the director was constantly showing off to the audience: ""Look at my composition!"" If the director's noble intention was to make the audience constantly aware of their distance from the film, thereby giving them time to go back to real life and look around the awkward atmosphere, then he indeed achieved this. 2:The Physics of Boredom The battle scenes of Superman were supposed to show a powerful kinetic impact force. However, every scene shot by Gunn was inferior to the action scenes in ""Mission: Impossible"". The scene involving entering the pocket universe was simply like shooting a computer screen saver. I even wondered if he didn't hire a martial arts director at all. 3:Narrative Metastasis from GotG I admit that Gunn is good at shooting ensemble dramas, but he is a bit too stuck in his comfort zone, resulting in Superman being portrayed as Guardians of the Galaxy. Here, supporting characters swarm like narrative locusts, there are numerous pirated rocket raccoons and witty rogue heroes who advance the plot, while Clark Kent becomes a guest star in his own film. 4: Structural bankruptcy of editing The film's 130 minutes feel simultaneously rushed and interminable. Jump cuts during the climax of the film suggest an editor fighting to salvage foundationless stakes-a climax without crescendo. And the ""comedic"" (in fact, not at all funny) forced delay also seemed out of place. Apart from Kent and Luthor, the motives of the other characters are ambiguous, illogical and simply incomprehensible. I don't care whether Gunn's Superman has accurately recreated the image in the minds of comic fans or not. Gunn's fundamental failure is prioritizing directorial ""voice"" over cinematic discipline. It even has to be pointed out, the noise issues in several night scenes were quite noticeable and excessive. This was truly a technical blunder, yet it was approved by the director. I'm really curious about how the director managed to save money. 4",the director noble intention wa to make the audience aware of their distance from the film thereby giving them time to go back to real life and look around the awkward atmosphere then he achieved this the physic of boredom the battle scene of,James gunn obsession with close ups reach pathological level. Every scene shot by gunn wa inferior to the action scene in mission impossible. The jump cut during the climax of the film suggest an editor fighting to salvage foundationless stake climax without c,James gunn obsession with close ups reach pathological level shattered lex luthor wineglass ok let give close up shot child waving superman flag interminable close up .<n>The motif of the other character are ambiguous illogical and simply incomprehensible,masterpiece of directorial self indulgence spoiler exhibitionism of the camera in this film james gunn obsession with close ups reach pathological level shattered lex luthor wineglass ok let give close up shot child waving superman flag interminable close
"Shiny yet hollow Tries to make a big splash, but while there's plenty of ""one-upmanship"" trying to make villains seem more menacing, everything from the story to many of the actors being borrowed from the MCU feels hollow. There's no real depth to the story and you rarely feel for any of the characters. This book fails to live up to its cover of you're older than a tween. 2",shiny yet hollow try to make big splash but while there is plenty of one upmanship trying to make villain seem more menacing everything from the story to many of the actor being borrowed from the mcu feel hollow there is no real depth,There is no real depth to the story and you rarely feel for any of the character this book fails to live up to. shiny yet hollow try to make big splash but while there is plenty of one upmanship trying to make villain seem more,shiny yet hollow try to make big splash but while there is plenty of one upmanship trying to make villain seem more menacing everything from the story to many of the actor being borrowed from the mcu feel hollow there is no real depth to the story,shiny yet hollow try to make big splash but while there is plenty of one upmanship trying to make villain seem more menacing everything from the story to many of the actor being borrowed from the mcu feel hollow there is no real depth to the
"Far from DC universe SPOILER Reboot of Shazam. James Gunn proposed us a weak/dumb Superman. U can't choose James Gunn for a DC comics movie. The best nuance with DC its their EMO/DARK world from Marvel. Stupids jokes, childish scenes. James Gunn failed to create an emotional storyboard with this incredible franchise. The final scene with Supergirl is just totally stupid and doesn't give any credits to his upcoming movie about her. Impossible that James Gunn signed for a trilogy. Im sure that in few weeks the mark of Superman will go down as the one of THE MARVELS. Man of Steel was made for people. Superman 2025 was made for children. 6",james gunn failed to create an emotional storyboard with this incredible franchise the final scene with supergirl is totally stupid and doe not give any credit to his upcoming movie the best nuance with dc it their em,The final scene with supergirl is just totally stupid and doe not give any credit to his upcoming movie about her impossible that james gunn signed for trilogy. im sure that in few week the mark of superman will go down the,far from dc universe spoiler reboot of shazam james gunn proposed weak dumb superman cannot choose james gunn for dc comic movie the best nuance with dc it their emo dark world from marvel stupid joke childish scene james gunn failed to create,far from dc universe spoiler reboot of shazam james gunn proposed weak dumb superman cannot choose james gunn for dc comic movie the best nuance with dc it their emo dark world from marvel stupid joke childish scene james gun
"Superman is BACK like never before! This isn't just a reboot-it's a full-on resurrection of everything we love about Superman! James Gunn nails the tone: emotional, bold, and full of hope. David Corenswet owns the cape-he's charming, powerful, and finally gives us a Superman we can believe in. Rachel Brosnahan kills it as Lois Lane with wit and fire. The action is epic, the visuals are stunning, and the story hits the heart. Sure, the CGI finale gets a bit wild, but who cares? This movie flies high and brings the DC Universe back to life. A must-watch for any superhero fan! Can't wait to see where this universe goes next-this is just the beginning. 1.2K 1.3K",superman is back like never before this is not just reboot it full on resurrection of everything we love about superman james gunn nail the tone emotional bold and full of hope david corenswet owns the cape ,Superman is back like never before this is not just reboot it full on resurrection of everything we love about superman james gunn nail the tone emotional bold and full of hope david corenswet owns the cape he charming powerful and,superman is back like never before this is not just reboot it full on resurrection of everything we love about superman .<n>rachel brosnahan kill it lois lane with wit and fire the action is epic the visuals are stunning ,superman is back like never before this is not just reboot it full on resurrection of everything we love about superman james gunn nail the tone emotional bold and full of hope david corenswet owns the cape he charming powerful and finally
"Super mid Seen the movie and it didn't lived to the expectations. It was too much James Gunn all over the place. If you aim the movie to please the kids then it did the job if the aim of this movie was to bring a general audience of all age I think it failed. Krypto was annoying, Jor El... not sure if that's Jor El or Space Diddy. Plenty of rushed scenes where Gunn didn't let the emotions to soak in but rushes into another scene. Cgi for today's times where we are more advanced technological is on the level of a CW TV series. Story isn't really great and no worth noty music which could elevate the scenes better. Last complaint about the movie and its the first superman movie since Brandon Routh and H. Cavill and this should be a solo superman movie not a team up. Good parts? Mr Terrific and Lex did great. 15",super mid saw the movie and it did not live to the expectation it wa too much james gunn all over the place . it did the job if the aim of this movie wa to bring general audience of all age think it failed,The movie did not live to the expectation it wa too much james gunn all over the place if you aim the movie to please the kid then it did the job if the aim of this movie wa to bring general audience of all age,Solo superman movie not team up good part mr terrific and lex did great .<n>This should be solo superman movie not team up good part mr terrific and lex did great,super mid seen the movie and it did not lived to the expectation it wa too much james gunn all over the place if you aim the movie to please the kid then it did the job if the aim of this movie wa to bring general
"Superman 2025: No plot needed when there's heart. SPOILER I don't get the people saying they ""didn't connect with the plot."" This movie doesn't need a complex plot. It's a Superman adventure, a living comic book where Superman is already who he is. No need to explain where he comes from or why he does what he does - he is already Superman, and that's more than enough to give us a rich, dynamic, and emotionally layered story. Every character has depth, even the ones that seem secondary. Superman's relationship with humanity - with those who betray him or believe in him - is nuanced and beautiful. He's not a god. He's hope. He's more human than humans because he still believes in us, even when we don't deserve it. Krypto was a highlight. Supergirl's short scene was impactful. And The Engineer absolutely steals the movie - a visually stunning, cold, complex character played brilliantly by María Gabriela de Faría. Venezuelan pride on screen! Some people want every film to have a clear beginning, middle, and end. But this isn't that kind of story. This is an episode of a larger universe just beginning to unfold. And as a film and comic fan, I loved every second of it. stars. 12",superman no plot needed when there is heart spoiler do not get the people saying they did not connect with the plot this movie doe not need complex plot it is superman adventure living comic book where superman is already who he is no,Superman is already who he is and that is more than enough to give rich dynamic and emotionally layered story. The engineer absolutely steal the movie visually stunning cold complex character played brilliantly by mar gabriela de far venezuelan pride on,This is an episode of larger universe just beginning to unfold and film and comic fan loved every second of it star .<n>This is an episode of larger universe just beginning to unfold and film and comic fan loved every second of it star .,superman no plot needed when there is heart spoiler do not get the people saying they did not connect with the plot this movie doe not need complex plot it is superman adventure living comic book where superman is already who he is no need
"Man Of Steal In my opinion, Man of Steel was by far the best Superman ever - in terms of story, soundtrack, actors, visual effects , intense and powerful . Henry Cavill the best Superman ever . General Zod the best villain. Epic , emotional , intense , Grand-scale action scenes, realistic visual tone, and brutal choreography. 50",man of steal in my opinion man of steel wa by far the best superman ever in term of story soundtrack actor visual effect intense and powerful henry cavill the best villain epic emotional intense grand scale action scene realistic visual tone and brutal chore,Man of steel wa by far the best superman ever in term of story soundtrack actor visual effect intense and powerful. general zod the best villain epic emotional intense grand scale action scene realistic visual tone and brutal choreography. man of steal in,Man of steel wa by far the best superman ever in term of story soundtrack actor visual effect intense and powerful henry cavill the best superman ever general zod the best villain epic emotional intense grand scale action scene realistic visual tone and brutal,man of steal in my opinion man of steel wa by far the best superman ever in term of story soundtrack actor visual effect intense and powerful henry cavill the best superman ever general zod the best villain epic emotional intense grand scale action
"Probably could have rated it higher SPOILER Genuinely just really enjoyed this film, it felt like a DC animated movie. Really like a comic book. It was fun, light-hearted, and had a really good blend of action and comedy. The colours are so vibrant and it's a really easy watch. 2hrs flies by . Was a big Henry Cavill fan of Superman, but I have to say David Corenswet did a great job. And Rachel Brosnahan is a great Lois, and Jimmy is the business. Absolutely worth a watch. The supporting characters were all very well placed and played their parts really well. Definitely had the feel of ok , this is happening now, we have started , and this is DCU now. Supergirl looks like it could be a lot of fun.. 3",it felt like dc animated movie really like comic book it wa fun light hearted and had really good blend of action and comedy the colour are so vibrant and it is really easy watch hr fly by wa big henry cavil,"""I really enjoyed this film it felt like dc animated movie really like comic book it wa fun light hearted and had really good blend of action and comedy"" ""The supporting character were all very well placed and played their part really well definitely",this is dcu now supergirl look like it could be lot of fun .<n> david corenswet did great job and rachel brosnahan is great lois and jimmy is the business .,probably could have rated it higher spoiler genuinely just really enjoyed this film it felt like dc animated movie really like comic book it wa fun light hearted and had really good blend of action and comedy the colour are so vibrant and it is really easy watch
"Viva Man of steel! This is really the film who Zack Snyder is throwing under the bus for? I don't really get it, this is just a glorified phase 4 marvel type of movie lol with a lot of CGI and colorful slow motions.. the only thing that impressed me is the fast and smart background srory telling in the beginning. The rest? Armm.. no interesting side characters expect one or two maximum, some nonsense plot driving moves, no explanation of what the villain's true motives are! Really a mid superhero film and I don't get the hype i will pick ""man of steel"" over this any day of the week if i want to watch a superman movie! 0",viva man of steel this is really the film who zack snyder is throwing under the bus for do not really get it this is just glorified phase marvel type of movie lol with lot of cgi and,This is really the film who zack snyder is throwing under the bus for do not really get it this is just glorified phase marvel type of movie lol with lot of cgi and colorful slow motion the only thing that impressed me,viva man of steel is really the film who zack snyder is throwing under the bus for do not really get it .<n>The only thing that impressed me is the fast and smart background srory telling in the beginning,viva man of steel this is really the film who zack snyder is throwing under the bus for do not really get it this is just glorified phase marvel type of movie lol with lot of cgi and colorful slow motion the only
"Not perfect, but definitely worth watching. The new Superman film delivers a fresh and visually striking take on the iconic superhero. The performance of the lead actor brings a strong, charismatic presence to Clark Kent, while the film balances action and emotion effectively. The visuals are impressive, especially during the major battle sequences, and the soundtrack adds a powerful emotional layer to the story. The story offers some thoughtful moments and modern updates, though it occasionally plays it safe and follows a familiar formula. Some supporting characters could have been more developed, and the pacing in the second act feels a bit uneven. Overall, it's a solid and entertaining reboot that respects the legacy of Superman while setting the stage for future installments. Fans will appreciate the nods to the comics and the heartfelt moments scattered throughout the film. 0",the new superman film delivers fresh and visually striking take on the iconic superhero the performance of the lead actor brings strong charismatic presence to clark kent . the film balance action and emotion effectively the visuals are impressive especially during the major,The new superman film delivers fresh and visually striking take on the iconic superhero the performance of the lead actor brings strong charismatic presence to clark kent. The visuals are impressive especially during the major battle sequence and the soundtrack add powerful emotional layer,not perfect but definitely worth watching the new superman film delivers fresh and visually striking take on the iconic superhero .<n>The performance of the lead actor brings strong charismatic presence to clark kent .<n>The soundtrack add powerful emotional layer to,not perfect but definitely worth watching the new superman film delivers fresh and visually striking take on the iconic superhero the performance of the lead actor brings strong charismatic presence to clark kent while the film balance action and emotion effectively the visuals are impressive especially
"Omg, that hurts This movie feels like a complete misfire. The tone is all over the place - one moment it seems like a cartoon for 6-year-olds, the next it throws in brutal violence. Lex Luthor screams like a maniac, Superman himself acts unstable and aggressive, and even his dog is portrayed as hyperactive and unhinged. Instead of mythic gravitas, we get over-the-top tantrums. Visually, it doesn't look like a $200 million blockbuster. Many scenes are shot way too close, giving the impression of a TV series or even a cheap TV movie. The so-called ""battlefield"" looks like a repurposed BMX track with a few extras running up the hill - sometimes even the exact same shot reused. It's hard not to feel insulted as a viewer. On top of that, it's an absolute catastrophe for anyone with basic geographical knowledge to hear such ridiculous fake country names like Boravia. It feels lazy, almost insulting. They could have done better research - or simply asked ChatGPT for help - instead of serving the audience this nonsense. What's worse, the attempt to inject ""Guardians of the Galaxy""-style humor completely falls flat. That irreverent comedy works in space with a talking raccoon and a tree - but here it just undermines Superman's mythic tone. The result feels chaotic, soulless, and directionless. I honestly feel sorry for Henry Cavill and Dwayne Johnson - they dodged a bullet by not being part of this mess. And I truly feel bad for the cast here, because I'm convinced they could have delivered so much more if they hadn't been wasted on poor direction and incoherent storytelling. Compared to the heart, depth, and organic storytelling of the Arrowverse's Supergirl or even the classic Christopher Reeve films, this one is a disaster. 2",omg that hurt this movie feel like complete misfire the tone is all over place one moment it seems like cartoon for year old the next it throw in brutal violence lex luthor scream like maniac super,"""This movie feel like complete misfire the tone is all over the place one moment it seems like cartoon for year old the next it throw in brutal violence lex luthor scream like maniac superman himself act unstable and aggressive and even his dog",The tone is all over the place one moment it seems like cartoon for year old the next it throw in brutal violence lex luthor scream like maniac superman himself act unstable and aggressive and even his dog is portrayed hyperactive and unhinged instead,omg that hurt this movie feel like complete misfire the tone is all over the place one moment it seems like cartoon for year old the next it throw in brutal violence lex luthor scream like maniac superman himself act unstable and aggressive and even
"Weak Superman ""My expectations were incredibly high for this film, and sadly, they were not met. Instead of feeling like the foundational beginning of a new universe, the movie feels like a random, mid-season episode of a pre-existing Superman show. The narrative plunges the audience directly into the world without providing a proper origin story or even a foundational understanding of the universe, which was a significant creative misstep."" Missing Snyder Superman more now :( 1",weak superman my expectation were incredibly high for this film . feel like random mid season episode of pre existing superman show the narrative plunge the audience directly into the world without providing proper origin story or even foundational understanding of the universe .,My expectation were incredibly high for this film and sadly they were not met instead of feeling like the foundational beginning of new universe the movie feel like random mid season episode of pre existing superman show. The narrative plunge the audience directly into the world,weak superman my expectation were incredibly high for this film and sadly they were not met instead of feeling like the foundational beginning of new universe the movie feel like random mid season episode of pre existing superman show the narrative plunge the audience directly into the,weak superman my expectation were incredibly high for this film and sadly they were not met instead of feeling like the foundational beginning of new universe the movie feel like random mid season episode of pre existing superman show the narrative plunge the audience directly into the
"Supermess I love Superman. I always have and I always will. I do not have much to say about this movie. The only thing that comes to mind is that it has no heart whatsoever. I felt absolutely nothing. It was quite a disaster and 5 stars is being very generous. It's heartless and humorless to boot. Krypto was my favorite out of the entire thing. At least I felt something for the pup. Man's Best Friend. A Man and his dog. At least he was in it. The rest was a convoluted, heartless, humorless mess. 4",supermess love superman always have and always will do not have much to say about this movie the only thing that come to mind is that it ha no heart whatsoever felt absolutely nothing it wa quite disaster and star is being very generous it is heart,Krypto wa my favorite out of the entire thing at least felt something for the pup man best friend man and his dog at least he wa in it the rest wa convoluted heartless humorless mess. supermess love superman always have,The only thing that come to mind is that it ha no heart whatsoever felt absolutely nothing it wa quite disaster and star is being very generous it is heartless and humorless to boot krypto wa my favorite out of the entire thing at least felt,supermess love superman always have and always will do not have much to say about this movie the only thing that come to mind is that it ha no heart whatsoever felt absolutely nothing it wa quite disaster and star is being very generous it is
"SOOOOOOO DISAPPOINTED.. I really liked Henry Cavill as Superman. He was strong and tough. He was also awesome looking. I think it was a huge mistake to change superman actors. This touchy, feely theme was an absolute mess. I think people watched it, because there were not very many new movies out. So, they just got lucky. I should've waited until it came on TV free in 2 years. I loved the Superman movie with Henry Cavill. He fought the aliens from his home planet well. It was believable and awesome. However, this new movie was a waste. I was so disappointed. I like a tough Superman that wins. The actress that played Mrs. Lane the reporter was horrible and dressed like an absolute bum. This made no sense. 3",superman movie with henry cavill wa strong and tough he wa also awesome looking think it wa huge mistake to change superman actor this touchy feely theme wa an absolute mess think people watched it because there were not very many,"""I'm so disappointed like tough superman that win the actress that played mr lane the reporter wa horrible and dressed like an absolute bum this made no sense"" ""It wa huge mistake to change superman actor this touchy feely",loved the superman movie with henry cavill he fought the alien from his home planet well it wa believable and awesome however this new movie wa waste wa so disappointed like tough superman that win the actress that played mr lane the reporter wa horrible,sooooooo disappointed really liked henry cavill superman he wa strong and tough he wa also awesome looking think it wa huge mistake to change superman actor this touchy feely theme wa an absolute mess think people watched it because there were
"James Gunn's Superman I was a bit skeptical going to see this movie. So many actors have donned the blue tights over the years. To me Christopher Reeve was the Superman I grew up with and in my opinion was the best actor to play the man of steel in the movies. Henry Cavill was probably my 2nd favorite actor to wear the cape so I was disappointed that Gunn decided to recast the role for this movie. But I can now say that David Corenswet was an excellent choice as Clark Kent/Superman. The movie is not an origin story, it has established Superman as being in action for years. We are introduced to him right away. The story can be a bit confusing if you don't follow the comic books as much as I did especially the supporting characters that are not well known (Metamorpho, Mr. Terrific. Etc.) but the action is non stop excitement! Rachel Brosnahan as Lois Lane has excellent chemistry with Corenswets Superman, Nathan Fillion is funny as the Superhero Guy Gardner and Nicholas Hoult makes for an interesting and pure evil Lex Luthor. The movie has some great cameos as well but one of the biggest scene stealers is Krypto the Superdog who is absolutely adorable. It was an absolute terrific movie and I'm glad that James Gunn is in charge now. Can't wait for the sequel. 0",christopher reeve wa the superman grew up with james gunn . rachel brosnahan lois lane ha excellent chemistry with corenswet wa an excellent choice clar,The movie is not an origin story it ha established superman being in action for year we are introduced to him right away the story can be bit confusing if you do not follow the comic book much did especially the supporting character that are not well,The movie is not an origin story it ha established superman being in action for year .<n>rachel brosnahan lois lane ha excellent chemistry with corenswets superman nathan fillion is funny .<n>lex luth,james gunn superman wa bit skeptical going to see this movie so many actor have donned the blue tights over the year to me christopher reeve wa the superman grew up with and in my opinion wa the best actor to
"Best superhero movie Nice story action sequence with awesome soundtrack. David deliver the superman in best way, nice suit, and fighting scene. The last scene was awesome remember where we are, our parents are our soothing comfortable place ever. Hope to get to see next sequel of Superman. The repeat watching is a must. Thanks. 2",best superhero movie nice story action sequence with awesome soundtrack david deliver the superman in best way nice suit and fighting scene the last scene wa awesome remember where we are our parent are our soothing comfortable place ever hope to get to see next sequel of super,Best superhero movie nice story action sequence with awesome soundtrack david deliver the superman in best way nice suit and fighting scene the last scene wa awesome remember where we are our parent are our soothing comfortable place ever hope to get to see next sequel of,David delivers the superman in best way nice suit and fighting scene the last scene wa awesome .<n>Remember where we are our parent are our soothing comfortable place ever hope to get to see next sequel of superman the repeat watching is must thanks,best superhero movie nice story action sequence with awesome soundtrack david deliver the superman in best way nice suit and fighting scene the last scene wa awesome remember where we are our parent are our soothing comfortable place ever hope to get to see next sequel of super
"Bad movie, RIP Superman and Lois This movie was overall very underwhelming. The pacing, the story, and much more. The overuse of cgi and the constant swinging of the tone of the movie. It all feels like a money grab, but then again, what movie isn't these days. In my opinion, it was a really bad movie from CW's new owners. To replace Superman and Lois with this 'Superman' was.. I mean cmon. 2",bad movie rip superman and lois this movie wa overall very underwhelming the pacing the story and much more the overuse of cgi and the constant swinging of the tone of the movie it all feel like,"""This movie wa overall very underwhelming the pacing the story and much more the overuse of cgi and the constant swinging of the tone of the movie it all feel like money grab but then again what movie is not these day in my",This movie wa very underwhelming the pacing the story and much more the overuse of cgi and the constant swinging of the tone of the movie it all feel like money grab .<n>This superman wa mean cmon,bad movie rip superman and lois this movie wa overall very underwhelming the pacing the story and much more the overuse of cgi and the constant swinging of the tone of the movie it all feel like money grab but then again what movie
"Absolutely awesome! The most closed to comic. Even though I'm also a fan of Henri Cavill's version, I must admit that this new Superman movie is one of the best Superman films ever made, after the Christopher Reeves' version. This new Superman movie was highly recommended, and I commend James Gunn for delivering a great performance. If you're a true fan of Superman, you should definitely watch this movie. Don't miss out on it just because you're a fan of Henry Cavill. This is the best Superman film ever made, after the Christopher Reeves' version. The storyline is meaningful and engaging, portraying the most human Superman yet. The portrayal of Lex Luther is also impressive, and the special effects are awe-inspiring. And let's not forget the adorable Krypton Doggy! Overall, this is a great DC reboot, and I can't wait to see the rest of the series. Well done, James Gunn! 1",this new superman movie wa highly recommended and commends james gunn for delivering great performance if you are true fan of superman this is the best superman film ever made after the christopher reef version .,This is one of the best superman film ever made after the christopher reef version. The storyline is meaningful and engaging portraying the most human superman yet. The portrayal of lex luther is also impressive and the special effect are awe inspiring,This is the best superman film ever made after the christopher reef version .<n>The portrayal of lex luther is also impressive .<n>The special effect are awe inspiring .,absolutely awesome the most closed to comic even though am also fan of henri cavill version must admit that this new superman movie is one of the best superman film ever made after the christopher reef version this new superman movie wa highly
"Perhaps the Worst Production Ever Utterly atrocious. I never review film, but I consider this a public service, as a film has never made me angrier. I implore you, avoid this abhorrent catastrophe at all costs. There are countless points of how this film is an insult to entertainment. Laughable writing, literally zero concentric story, utterly shambolic use of previously great creation, to name but a few. The fact that they had the audacity to use the genius of John Williams and Richard Donner in this film is utterly inconceivable. Donner will be turning in his grave. If you fancy a trip to the cinema, don't waste your time. Have a nice night in, you'll thank yourself. 15",ha never made me angrier implore you avoid this abhorrent catastrophe at all cost there are countless point of how this film is an insult to entertainment laughable writing literally zero concentric story utterly shambol,"""This film is an insult to entertainment laughable writing literally zero concentric story utterly shambolic use of previously great creation to name but few"" ""The fact that they had the audacity to use the genius of john williams and",perhaps the worst production ever utterly atrocious never review film but consider this public service film ha never made me angrier implore you avoid this abhorrent catastrophe at all cost .<n>Few the fact that they had the audacity to use the genius of john,perhaps the worst production ever utterly atrocious never review film but consider this public service film ha never made me angrier implore you avoid this abhorrent catastrophe at all cost there are countless point of how this film is an insult to entertainment laughable writing
"Supeman is way to nerfed. SPOILER As a big fan of DC comics, I have to say that it's really challenging to create live-action movies that are nearly as good as the comics or animated films. However, Superman feels significantly nerfed in this movie. He gets beaten multiple times, only uses his heat vision once at the end, and demonstrates his ice breath just twice-one time to save a random dog on the street. On the positive side, I appreciated the portrayal of Lex Luthor. He comes across as intelligent and cunning, but I can't shake the thought that he allowed his girlfriend to record selfies and videos around his secret plans. Shouldn't a guy like him, who is supposed to be one of the smartest people in the world, be more careful? I also enjoyed his connection with Krypto, which led to some funny moments. The choice of Guy Gardner as a Green Lantern is intriguing (for those who read the comics, you know he's often seen as the biggest jerk among the Lanterns). If they had chosen Hal Jordan or another character, they might have provided more assistance. What really frustrates me is that he doesn't intervene while Metropolis is falling apart due to a massive crack in the earth, but he does go to stop the war. The concept of a Superman clone at the end is a clever twist that explains why he couldn't defeat it. Overall, it's not a bad movie, but it has many flaws. I hope the next one will be better. 1",superman feel significantly nerfed in this movie he get beaten multiple time only us his heat vision once at the end and demonstrates his ice breath just twice one time to save random dog on the street on the positive side appreciated the,Superman feel significantly nerfed in this movie he get beaten multiple time only us his heat vision once at the end and demonstrates his ice breath just twice one time to save random dog on the street on the positive side appreciated the portrayal of lex,superman feel significantly nerfed in this movie he get beaten multiple time only us his heat vision once at the end .<n> appreciated the portrayal of lex luthor he come across intelligent and cunning but cannot shake the thought that he allowed,supeman is way to nerfed spoiler big fan of dc comic have to say that it is really challenging to create live action movie that are nearly good the comic or animated film however superman feel significantly nerfed in this movie he get beaten multiple
